============================================================
Downloading Complete Jastrow Dictionary from Sefaria
Using sequential traversal via "next" links
============================================================

Starting from: Jastrow, א
[33.1%] #9936: "Jastrow, *יֵמִים"... duplicate
[33.1%] #9936: "Jastrow, יָמִין"... OK (ימין)
[33.1%] #9937: "Jastrow, יַמִּינָא"... OK (ימינא)
[33.1%] #9938: "Jastrow, יְמִינִי"... OK (ימיני)
[33.1%] #9939: "Jastrow, יְמָם"... OK (ימם)
[33.1%] #9940: "Jastrow, יְמָמָא"... OK (יממא)
[33.1%] #9941: "Jastrow, יַמְמֵי"... OK (יממי)
[33.1%] #9942: "Jastrow, יממיא"... OK (יממיא)
[33.1%] #9943: "Jastrow, יָמַן"... OK (ימן)
[33.1%] #9944: "Jastrow, יְמַן"... duplicate
[33.1%] #9944: "Jastrow, יְמָנִי"... OK (ימני)
[33.1%] #9945: "Jastrow, יְמַס"... OK (ימס)
[33.1%] #9946: "Jastrow, יָמַר"... OK (ימר)
[33.2%] #9947: "Jastrow, יַמרִיס"... OK (ימריס)
[33.2%] #9948: "Jastrow, יְנָא"... OK (ינא)
[33.2%] #9949: "Jastrow, יַנַּאי"... OK (ינאי)
[33.2%] #9950: "Jastrow, יָנָה"... OK (ינה)
[33.2%] #9951: "Jastrow, יָנוּבְרִיס"... OK (ינובריס)
[33.2%] #9952: "Jastrow, יִנוּן"... OK (ינון)
[33.2%] #9953: "Jastrow, יִנּוֹן"... duplicate
[33.2%] #9953: "Jastrow, יָנוּקָא I"... OK (ינוקא)
[33.2%] #9954: "Jastrow, יָנוּקָא II"... duplicate
[33.2%] #9954: "Jastrow, יַנּוֹקָא"... duplicate
[33.2%] #9954: "Jastrow, יָנוּקְתָּא"... OK (ינוקתא)
[33.2%] #9955: "Jastrow, יָנַח"... OK (ינח)
[33.2%] #9956: "Jastrow, יני"... OK (יני)
[33.2%] #9957: "Jastrow, יְנִי I"... duplicate
[33.2%] #9957: "Jastrow, יְנִי II"... duplicate
[33.2%] #9957: "Jastrow, יָנִיבָא"... OK (יניבא)
[33.2%] #9958: "Jastrow, יניכא"... OK (יניכא)
[33.2%] #9959: "Jastrow, יַנִּיס"... OK (יניס)
[33.2%] #9960: "Jastrow, יַנִּיק"... OK (יניק)
[33.2%] #9961: "Jastrow, *יָנַן"... OK (ינן)
[33.2%] #9962: "Jastrow, יְנַץ"... OK (ינץ)
[33.2%] #9963: "Jastrow, יָנַק"... OK (ינק)
[33.2%] #9964: "Jastrow, יְנַק"... duplicate
[33.2%] #9964: "Jastrow, יַנְקָא I"... OK (ינקא)
[33.2%] #9965: "Jastrow, יַנְקָא II"... duplicate
[33.2%] #9965: "Jastrow, יַנְקוּתָא"... OK (ינקותא)
[33.2%] #9966: "Jastrow, יַנְקָנָא"... OK (ינקנא)
[33.2%] #9967: "Jastrow, יַסָּא"... OK (יסא)
[33.2%] #9968: "Jastrow, יָסַד"... OK (יסד)
[33.2%] #9969: "Jastrow, יְסַד"... duplicate
[33.2%] #9969: "Jastrow, יַסָּה"... OK (יסה)
[33.2%] #9970: "Jastrow, יִסּוּד"... OK (יסוד)
[33.2%] #9971: "Jastrow, יְסוֹד"... duplicate
[33.2%] #9971: "Jastrow, יְסוֹדָא"... OK (יסודא)
[33.2%] #9972: "Jastrow, *יִסּוֹף"... OK (יסוף)
[33.2%] #9973: "Jastrow, יִסּוּר"... OK (יסור)
[33.2%] #9974: "Jastrow, יִסּוּרָא"... OK (יסורא)
[33.2%] #9975: "Jastrow, יָסַט"... OK (יסט)
[33.3%] #9976: "Jastrow, יסטיבס"... OK (יסטיבס)
[33.3%] #9977: "Jastrow, *יַסֵּי"... OK (יסי)
[33.3%] #9978: "Jastrow, יסיח"... OK (יסיח)
[33.3%] #9979: "Jastrow, יִסְכָּה"... OK (יסכה)
[33.3%] #9980: "Jastrow, יָסַם"... OK (יסם)
[33.3%] #9981: "Jastrow, יַסְמִין"... OK (יסמין)
[33.3%] #9982: "Jastrow, יָסַף"... OK (יסף)
[33.3%] #9983: "Jastrow, יְסַף"... duplicate
[33.3%] #9983: "Jastrow, יָסַר"... OK (יסר)
[33.3%] #9984: "Jastrow, יְסַר"... duplicate
[33.3%] #9984: "Jastrow, *יָסַת"... OK (יסת)
[33.3%] #9985: "Jastrow, יְעָא"... OK (יעא)
[33.3%] #9986: "Jastrow, יָעָא"... duplicate
[33.3%] #9986: "Jastrow, יַעְבֵּץ"... OK (יעבץ)
[33.3%] #9987: "Jastrow, יָעַד"... OK (יעד)
[33.3%] #9988: "Jastrow, יְעַד"... duplicate
[33.3%] #9988: "Jastrow, יְעָדָה"... OK (יעדה)
[33.3%] #9989: "Jastrow, יַעֲדוּט"... OK (יעדוט)
[33.3%] #9990: "Jastrow, יִעוּד"... OK (יעוד)
[33.3%] #9991: "Jastrow, יַעְזֵק"... OK (יעזק)
[33.3%] #9992: "Jastrow, יְעַט"... OK (יעט)
[33.3%] #9993: "Jastrow, יְעִידָה"... OK (יעידה)
[33.3%] #9994: "Jastrow, יְעֵילָא"... OK (יעילא)
[33.3%] #9995: "Jastrow, *יָעַל"... OK (יעל)
[33.3%] #9996: "Jastrow, יָעֵל I"... duplicate
[33.3%] #9996: "Jastrow, יָעֵל II"... duplicate
[33.3%] #9996: "Jastrow, יַעֲלָא"... OK (יעלא)
[33.3%] #9997: "Jastrow, יְעֵלָה"... OK (יעלה)
[33.3%] #9998: "Jastrow, יַעַן"... OK (יען)
[33.3%] #9999: "Jastrow, יַעֲנָה"... OK (יענה)
[33.3%] #10000: "Jastrow, *יָעֵף"... OK (יעף)
[33.3%] #10001: "Jastrow, יָעַץ"... OK (יעץ)
[33.3%] #10002: "Jastrow, יְעַץ"... duplicate
[33.3%] #10002: "Jastrow, *יְעַק"... OK (יעק)
  [Saved progress: 10002 entries]
[33.3%] #10003: "Jastrow, יַעֲקֹב"... OK (יעקב)
[33.3%] #10004: "Jastrow, יַעַר"... OK (יער)
[33.3%] #10005: "Jastrow, יַעְרָא I"... OK (יערא)
[33.4%] #10006: "Jastrow, יַעְרָא II"... duplicate
[33.4%] #10006: "Jastrow, יָפֶה"... OK (יפה)
[33.4%] #10007: "Jastrow, יִפָּה"... duplicate
[33.4%] #10007: "Jastrow, יָפוֹ"... OK (יפו)
[33.4%] #10008: "Jastrow, יִפּוּי"... OK (יפוי)
[33.4%] #10009: "Jastrow, *יַפַּח"... OK (יפח)
[33.4%] #10010: "Jastrow, יָפְיוּת"... OK (יפיות)
[33.4%] #10011: "Jastrow, יְפֵיפָה"... OK (יפיפה)
[33.4%] #10012: "Jastrow, יָפְיָפוּת"... OK (יפיפות)
[33.4%] #10013: "Jastrow, יְפֵיפִי"... OK (יפיפי)
[33.4%] #10014: "Jastrow, יְפִיפְיָהּ"... OK (יפיפיה)
[33.4%] #10015: "Jastrow, יָפַךְ"... OK (יפך)
[33.4%] #10016: "Jastrow, יָפַע"... OK (יפע)
[33.4%] #10017: "Jastrow, יְפַע"... duplicate
[33.4%] #10017: "Jastrow, יֶפֶת"... OK (יפת)
[33.4%] #10018: "Jastrow, יִפְתָּח"... OK (יפתח)
[33.4%] #10019: "Jastrow, יָצָא"... OK (יצא)
[33.4%] #10020: "Jastrow, יצָא"... duplicate
[33.4%] #10020: "Jastrow, יצאה"... OK (יצאה)
[33.4%] #10021: "Jastrow, יָצַב"... OK (יצב)
[33.4%] #10022: "Jastrow, יְצַב"... duplicate
[33.4%] #10022: "Jastrow, יִצְהָר I"... OK (יצהר)
[33.4%] #10023: "Jastrow, יִצְהָר II"... duplicate
[33.4%] #10023: "Jastrow, *יָצוּל"... OK (יצול)
[33.4%] #10024: "Jastrow, יָצוּעַ"... OK (יצוע)
[33.4%] #10025: "Jastrow, יָצוּק"... OK (יצוק)
[33.4%] #10026: "Jastrow, יָצוּר"... OK (יצור)
[33.4%] #10027: "Jastrow, יִצְחָק"... OK (יצחק)
[33.4%] #10028: "Jastrow, יְצִיאָה"... OK (יציאה)
[33.4%] #10029: "Jastrow, יַצִּיב"... OK (יציב)
[33.4%] #10030: "Jastrow, יַצִּיב ²"... duplicate
[33.4%] #10030: "Jastrow, יְצִיבָה"... OK (יציבה)
[33.4%] #10031: "Jastrow, יצידין"... OK (יצידין)
[33.4%] #10032: "Jastrow, יָצִיעַ I"... OK (יציע)
[33.4%] #10033: "Jastrow, יָצִיעַ II"... duplicate
[33.4%] #10033: "Jastrow, יְצֵיף"... OK (יציף)
[33.4%] #10034: "Jastrow, יציציין"... OK (יציציין)
[33.4%] #10035: "Jastrow, יְצִיקָה"... OK (יציקה)
[33.5%] #10036: "Jastrow, יְצִיר"... OK (יציר)
[33.5%] #10037: "Jastrow, יְצִירָה"... OK (יצירה)
[33.5%] #10038: "Jastrow, *יְצִירִין"... OK (יצירין)
[33.5%] #10039: "Jastrow, יָצַע"... OK (יצע)
[33.5%] #10040: "Jastrow, יְצַע"... duplicate
[33.5%] #10040: "Jastrow, יְצָעִים"... OK (יצעים)
[33.5%] #10041: "Jastrow, *יָצָף"... OK (יצף)
[33.5%] #10042: "Jastrow, יָצַף"... duplicate
[33.5%] #10042: "Jastrow, יְצֵף"... duplicate
[33.5%] #10042: "Jastrow, יְצַף"... duplicate
[33.5%] #10042: "Jastrow, יָצַק"... OK (יצק)
[33.5%] #10043: "Jastrow, יָצַר"... OK (יצר)
[33.5%] #10044: "Jastrow, יְצַר"... duplicate
[33.5%] #10044: "Jastrow, יֵצֶר"... duplicate
[33.5%] #10044: "Jastrow, יֵצֶר ²"... duplicate
[33.5%] #10044: "Jastrow, יָצַת"... OK (יצת)
[33.5%] #10045: "Jastrow, *יָקָא"... OK (יקא)
[33.5%] #10046: "Jastrow, יָקַב"... OK (יקב)
[33.5%] #10047: "Jastrow, יֶקֶב"... duplicate
[33.5%] #10047: "Jastrow, יָקַד"... OK (יקד)
[33.5%] #10048: "Jastrow, יְקַד"... duplicate
[33.5%] #10048: "Jastrow, יְקֵדָא"... OK (יקדא)
[33.5%] #10049: "Jastrow, יָקֶה"... OK (יקה)
[33.5%] #10050: "Jastrow, *יְקוֹד"... OK (יקוד)
[33.5%] #10051: "Jastrow, יָקוּם"... OK (יקום)
[33.5%] #10052: "Jastrow, יְקוּם"... duplicate
[33.5%] #10052: "Jastrow, יְקוּמָא"... OK (יקומא)
[33.5%] #10053: "Jastrow, יקומוני"... OK (יקומוני)
[33.5%] #10054: "Jastrow, יָקוּשׁ"... OK (יקוש)
[33.5%] #10055: "Jastrow, יְקֵיד"... OK (יקיד)
[33.5%] #10056: "Jastrow, יָקִיד"... duplicate
[33.5%] #10056: "Jastrow, יְקֵידָא"... OK (יקידא)
[33.5%] #10057: "Jastrow, יְקִידָה"... OK (יקידה)
[33.5%] #10058: "Jastrow, יְקֵידוּתָא"... OK (יקידותא)
[33.5%] #10059: "Jastrow, יְקִידְתָּא"... OK (יקידתא)
[33.5%] #10060: "Jastrow, יָקִים"... OK (יקים)
[33.5%] #10061: "Jastrow, יָקִינְטִין"... OK (יקינטין)
[33.5%] #10062: "Jastrow, יַקִּיר"... OK (יקיר)
[33.5%] #10063: "Jastrow, יַקִּיר ²"... duplicate
[33.5%] #10063: "Jastrow, יַקִּירוּ"... OK (יקירו)
[33.5%] #10064: "Jastrow, יקירן"... OK (יקירן)
[33.5%] #10065: "Jastrow, *יֶקֶם"... OK (יקם)
[33.6%] #10066: "Jastrow, יִקְנָאוֹת"... OK (יקנאות)
[33.6%] #10067: "Jastrow, יָקַר"... OK (יקר)
[33.6%] #10068: "Jastrow, יְקַר"... duplicate
[33.6%] #10068: "Jastrow, יָקָר"... duplicate
[33.6%] #10068: "Jastrow, יְקָר"... duplicate
[33.6%] #10068: "Jastrow, יְקָר ²"... duplicate
[33.6%] #10068: "Jastrow, יַקִּר"... duplicate
[33.6%] #10068: "Jastrow, יַקְרוּת"... OK (יקרות)
[33.6%] #10069: "Jastrow, יקרי"... OK (יקרי)
[33.6%] #10070: "Jastrow, יְקַרְתָּא"... OK (יקרתא)
[33.6%] #10071: "Jastrow, יָקַשׁ"... OK (יקש)
[33.6%] #10072: "Jastrow, יַקְשָׁן"... OK (יקשן)
[33.6%] #10073: "Jastrow, יָרֵא"... OK (ירא)
[33.6%] #10074: "Jastrow, יִרְאָה"... OK (יראה)
[33.6%] #10075: "Jastrow, יָראוּי"... OK (יראוי)
[33.6%] #10076: "Jastrow, יַרְבּוּז"... OK (ירבוז)
[33.6%] #10077: "Jastrow, יַרְבּוּזָא"... OK (ירבוזא)
  [Saved progress: 10077 entries]
[33.6%] #10078: "Jastrow, יָרָבְעָם"... OK (ירבעם)
[33.6%] #10079: "Jastrow, יָרַד"... OK (ירד)
[33.6%] #10080: "Jastrow, ירדינון"... OK (ירדינון)
[33.6%] #10081: "Jastrow, יַרְדֵּן"... OK (ירדן)
[33.6%] #10082: "Jastrow, יַרְדְּנָא"... OK (ירדנא)
[33.6%] #10083: "Jastrow, יָרָה"... OK (ירה)
[33.6%] #10084: "Jastrow, *יְרוֹאָר"... OK (ירואר)
[33.6%] #10085: "Jastrow, יָרוּד"... OK (ירוד)
[33.6%] #10086: "Jastrow, *יָרוֹד I"... duplicate
[33.6%] #10086: "Jastrow, יָרוֹד II"... duplicate
[33.6%] #10086: "Jastrow, יָרוֹד"... duplicate
[33.6%] #10086: "Jastrow, ירוית"... OK (ירוית)
[33.6%] #10087: "Jastrow, יָרוֹק"... OK (ירוק)
[33.6%] #10088: "Jastrow, יָרוֹק ²"... duplicate
[33.6%] #10088: "Jastrow, ירָוֹקָה"... OK (ירוקה)
[33.6%] #10089: "Jastrow, ירוקמי"... OK (ירוקמי)
[33.6%] #10090: "Jastrow, יֵרוֹקָנָא"... OK (ירוקנא)
[33.6%] #10091: "Jastrow, יְרוֹקֶת"... OK (ירוקת)
[33.6%] #10092: "Jastrow, יְרוּקְתָּא"... OK (ירוקתא)
[33.6%] #10093: "Jastrow, יָרוֹר"... OK (ירור)
[33.6%] #10094: "Jastrow, יְרוּשָּׁה"... OK (ירושה)
[33.6%] #10095: "Jastrow, יְרוּשָׁלַיִם"... OK (ירושלים)
[33.7%] #10096: "Jastrow, יְרוּשְׁלֵם"... OK (ירושלם)
[33.7%] #10097: "Jastrow, יְרוּשַׁלְמִי"... OK (ירושלמי)
[33.7%] #10098: "Jastrow, יָרוֹתָא"... OK (ירותא)
[33.7%] #10099: "Jastrow, יְרוּתָּא"... duplicate
[33.7%] #10099: "Jastrow, יָרֵחַ"... OK (ירח)
[33.7%] #10100: "Jastrow, יֶרַח"... duplicate
[33.7%] #10100: "Jastrow, יְרַח"... duplicate
[33.7%] #10100: "Jastrow, יְרֵחוֹ"... OK (ירחו)
[33.7%] #10101: "Jastrow, יַרְחִינָאָה"... OK (ירחינאה)
[33.7%] #10102: "Jastrow, ירי"... OK (ירי)
[33.7%] #10103: "Jastrow, ירי ²"... duplicate
[33.7%] #10103: "Jastrow, יִרִי"... duplicate
[33.7%] #10103: "Jastrow, יְרֵיאָה"... OK (יריאה)
[33.7%] #10104: "Jastrow, יָרִיד"... OK (יריד)
[33.7%] #10105: "Jastrow, יְרִידָה I"... OK (ירידה)
[33.7%] #10106: "Jastrow, יְרִידָה II"... duplicate
[33.7%] #10106: "Jastrow, יְרִיָיה"... OK (ירייה)
[33.7%] #10107: "Jastrow, יָרֵיךְ"... OK (יריך)
[33.7%] #10108: "Jastrow, יְרֵיכוֹנָא"... OK (יריכונא)
[33.7%] #10109: "Jastrow, ירינון"... OK (ירינון)
[33.7%] #10110: "Jastrow, יְרִיעָה"... OK (יריעה)
[33.7%] #10111: "Jastrow, יְרִיעֲתָא"... OK (יריעתא)
[33.7%] #10112: "Jastrow, יְרִיקָה"... OK (יריקה)
[33.7%] #10113: "Jastrow, יְרֵית"... OK (ירית)
[33.7%] #10114: "Jastrow, יָרֵךְ"... OK (ירך)
[33.7%] #10115: "Jastrow, יְרַךְ"... duplicate
[33.7%] #10115: "Jastrow, יַרְכוּנָא"... OK (ירכונא)
[33.7%] #10116: "Jastrow, יַרְמוּךְ"... OK (ירמוך)
[33.7%] #10117: "Jastrow, יַרְמַטְיָא"... OK (ירמטיא)
[33.7%] #10118: "Jastrow, יִרְמְיָה"... OK (ירמיה)
[33.7%] #10119: "Jastrow, ירנקא"... OK (ירנקא)
[33.7%] #10120: "Jastrow, יִרְסָא"... OK (ירסא)
[33.7%] #10121: "Jastrow, יָרַע"... OK (ירע)
[33.7%] #10122: "Jastrow, ירַע"... duplicate
[33.7%] #10122: "Jastrow, *יַרְעָנָה"... OK (ירענה)
[33.7%] #10123: "Jastrow, יָרַק I"... OK (ירק)
[33.7%] #10124: "Jastrow, יְרַק"... duplicate
[33.7%] #10124: "Jastrow, יָרַק II"... duplicate
[33.7%] #10124: "Jastrow, יְרַק ²"... duplicate
[33.7%] #10124: "Jastrow, יֶרֶק"... duplicate
[33.7%] #10124: "Jastrow, יַרְקָא"... OK (ירקא)
[33.7%] #10125: "Jastrow, ירקומי"... OK (ירקומי)
[33.8%] #10126: "Jastrow, יֵרָקוֹן"... OK (ירקון)
[33.8%] #10127: "Jastrow, יַרְקוֹנָא"... OK (ירקונא)
[33.8%] #10128: "Jastrow, יְרָקוֹנָא"... duplicate
[33.8%] #10128: "Jastrow, יַרְקָן"... OK (ירקן)
[33.8%] #10129: "Jastrow, יַרְקָנָא"... OK (ירקנא)
[33.8%] #10130: "Jastrow, יְרַקְרוֹקֶת"... OK (ירקרוקת)
[33.8%] #10131: "Jastrow, יְרַקְרֵיקָא"... OK (ירקריקא)
[33.8%] #10132: "Jastrow, יְרַקְרַק"... OK (ירקרק)
[33.8%] #10133: "Jastrow, יַרְקְתָא"... OK (ירקתא)
[33.8%] #10134: "Jastrow, יָרַשׁ"... OK (ירש)
[33.8%] #10135: "Jastrow, יְרֵת"... OK (ירת)
[33.8%] #10136: "Jastrow, יַרְתָא"... OK (ירתא)
[33.8%] #10137: "Jastrow, יְרֻתָּא"... duplicate
[33.8%] #10137: "Jastrow, יֵרְתוּ"... OK (ירתו)
[33.8%] #10138: "Jastrow, יֵשׁ"... OK (יש)
[33.8%] #10139: "Jastrow, יָשַׁב"... OK (ישב)
[33.8%] #10140: "Jastrow, יְשַׁב"... duplicate
[33.8%] #10140: "Jastrow, יֶשֶׁבְאָב"... OK (ישבאב)
[33.8%] #10141: "Jastrow, יְשֵׁבָב"... OK (ישבב)
[33.8%] #10142: "Jastrow, יִשְׁבִּי"... OK (ישבי)
[33.8%] #10143: "Jastrow, יֵשׁוּ"... OK (ישו)
[33.8%] #10144: "Jastrow, יִשּׁוּב"... OK (ישוב)
[33.8%] #10145: "Jastrow, יִשְׁוִין"... OK (ישוין)
[33.8%] #10146: "Jastrow, יִשּׁוּן"... OK (ישון)
[33.8%] #10147: "Jastrow, יֵשׁוּעַ"... OK (ישוע)
[33.8%] #10148: "Jastrow, יְשׁוּעָה"... OK (ישועה)
[33.8%] #10149: "Jastrow, *יָשַׁט"... OK (ישט)
[33.8%] #10150: "Jastrow, יְשַׁט"... duplicate
[33.8%] #10150: "Jastrow, יִשַׁי"... OK (ישי)
[33.8%] #10151: "Jastrow, יְשִׁיבָה"... OK (ישיבה)
[33.8%] #10152: "Jastrow, *יְשִׁיוִין"... OK (ישיוין)
[33.8%] #10153: "Jastrow, יְשִׁיטָא"... OK (ישיטא)
[33.8%] #10154: "Jastrow, יְשֵׁינ־"... OK (ישינ)
[33.8%] #10155: "Jastrow, יָשִׁישׁ"... OK (ישיש)
[33.9%] #10156: "Jastrow, יִשְׁמָעֵאל"... OK (ישמעאל)
[33.9%] #10157: "Jastrow, יִשְׁמְעֵאלִי"... OK (ישמעאלי)
  [Saved progress: 10157 entries]
[33.9%] #10158: "Jastrow, יָשֵׁן I"... OK (ישן)
[33.9%] #10159: "Jastrow, יָשֵׁן II"... duplicate
[33.9%] #10159: "Jastrow, יָשַׁן"... duplicate
[33.9%] #10159: "Jastrow, יָשָׁן"... duplicate
[33.9%] #10159: "Jastrow, יָשַׁע"... OK (ישע)
[33.9%] #10160: "Jastrow, *יְשַׁף"... OK (ישף)
[33.9%] #10161: "Jastrow, יָשְׁפֵּה"... OK (ישפה)
[33.9%] #10162: "Jastrow, יָשַׁר"... OK (ישר)
[33.9%] #10163: "Jastrow, יְשַׁר"... duplicate
[33.9%] #10163: "Jastrow, יָשָׁר"... duplicate
[33.9%] #10163: "Jastrow, יַשְׁרָא"... OK (ישרא)
[33.9%] #10164: "Jastrow, יִשְׂרָאֵל"... OK (ישראל)
[33.9%] #10165: "Jastrow, יִשְׂרְאֵלִי"... OK (ישראלי)
[33.9%] #10166: "Jastrow, יַשְׁרוּת"... OK (ישרות)
[33.9%] #10167: "Jastrow, יַשְׁרוּתָא"... OK (ישרותא)
[33.9%] #10168: "Jastrow, יַת"... OK (ית)
[33.9%] #10169: "Jastrow, יתֵב"... OK (יתב)
[33.9%] #10170: "Jastrow, יְתֵב II"... duplicate
[33.9%] #10170: "Jastrow, יָתֵב"... duplicate
[33.9%] #10170: "Jastrow, יָתְבָא"... OK (יתבא)
[33.9%] #10171: "Jastrow, יָתֵד"... OK (יתד)
[33.9%] #10172: "Jastrow, יָתוֹבָא"... OK (יתובא)
[33.9%] #10173: "Jastrow, יִתּוּבָא"... duplicate
[33.9%] #10173: "Jastrow, יַתּוּךְ"... OK (יתוך)
[33.9%] #10174: "Jastrow, יָתוֹם"... OK (יתום)
[33.9%] #10175: "Jastrow, יָתוֹם ²"... duplicate
[33.9%] #10175: "Jastrow, יִתּוּר"... OK (יתור)
[33.9%] #10176: "Jastrow, יִתּוּרָא"... OK (יתורא)
[33.9%] #10177: "Jastrow, יַתּוּשׁ"... OK (יתוש)
[33.9%] #10178: "Jastrow, יַתּוּשָׁא"... OK (יתושא)
[33.9%] #10179: "Jastrow, יֵתֵי"... OK (יתי)
[33.9%] #10180: "Jastrow, יְתֵיב"... OK (יתיב)
[33.9%] #10181: "Jastrow, יָתֵיב"... duplicate
[33.9%] #10181: "Jastrow, יָתֵיבְתָּא"... OK (יתיבתא)
[33.9%] #10182: "Jastrow, יְתֵידָה"... OK (יתידה)
[33.9%] #10183: "Jastrow, יַתְיַין"... OK (יתיין)
[33.9%] #10184: "Jastrow, יַתִּיךְ"... OK (יתיך)
[33.9%] #10185: "Jastrow, יְתִימְתָּא"... OK (יתימתא)
[34.0%] #10186: "Jastrow, יַתְיַן"... OK (יתין)
[34.0%] #10187: "Jastrow, יַתִינְיָא"... OK (יתיניא)
[34.0%] #10188: "Jastrow, יָתֵיר"... OK (יתיר)
[34.0%] #10189: "Jastrow, יַתִּור I"... duplicate
[34.0%] #10189: "Jastrow, יַתִּיר II"... duplicate
[34.0%] #10189: "Jastrow, יְתֵירָא"... OK (יתירא)
[34.0%] #10190: "Jastrow, יְתֵירָה"... OK (יתירה)
[34.0%] #10191: "Jastrow, יַתִּירְתָּא"... OK (יתירתא)
[34.0%] #10192: "Jastrow, *יתך"... OK (יתך)
[34.0%] #10193: "Jastrow, יָתַם"... OK (יתם)
[34.0%] #10194: "Jastrow, יִתַּם"... duplicate
[34.0%] #10194: "Jastrow, יתניא"... OK (יתניא)
[34.0%] #10195: "Jastrow, יָתַר"... OK (יתר)
[34.0%] #10196: "Jastrow, יְתַר"... duplicate
[34.0%] #10196: "Jastrow, יָתֵר"... duplicate
[34.0%] #10196: "Jastrow, יֶתֶר I"... duplicate
[34.0%] #10196: "Jastrow, יֶתֶר II"... duplicate
[34.0%] #10196: "Jastrow, יִתְרָא"... OK (יתרא)
[34.0%] #10197: "Jastrow, יִתְרָא II"... duplicate
[34.0%] #10197: "Jastrow, יְתִרָה"... OK (יתרה)
[34.0%] #10198: "Jastrow, יִתְרוֹ"... OK (יתרו)
[34.0%] #10199: "Jastrow, יִתְרוֹן"... OK (יתרון)
[34.0%] #10200: "Jastrow, יִתְרָן"... OK (יתרן)
[34.0%] #10201: "Jastrow, יְתֶרֶת"... OK (יתרת)
[34.0%] #10202: "Jastrow, כ"... OK (כ)
[34.0%] #10203: "Jastrow, כ׳"... duplicate
[34.0%] #10203: "Jastrow, כְּ־"... duplicate
[34.0%] #10203: "Jastrow, כָּא"... OK (כא)
[34.0%] #10204: "Jastrow, כָּאֵב"... OK (כאב)
[34.0%] #10205: "Jastrow, כְּאֵב I"... duplicate
[34.0%] #10205: "Jastrow, כְּאֵב II"... duplicate
[34.0%] #10205: "Jastrow, כְּאֵבָא"... OK (כאבא)
[34.0%] #10206: "Jastrow, כאגני"... OK (כאגני)
[34.0%] #10207: "Jastrow, כַּאֲוָותָא"... OK (כאוותא)
[34.0%] #10208: "Jastrow, כָּאוּר"... OK (כאור)
[34.0%] #10209: "Jastrow, כְּאוֹרָה"... OK (כאורה)
[34.0%] #10210: "Jastrow, כָּאוֶרֶת"... OK (כאורת)
[34.0%] #10211: "Jastrow, כְּאֵי"... OK (כאי)
[34.0%] #10212: "Jastrow, כְּאֵיבָא"... OK (כאיבא)
[34.0%] #10213: "Jastrow, כָּאִיל"... OK (כאיל)
[34.0%] #10214: "Jastrow, כָּאִיף"... OK (כאיף)
[34.0%] #10215: "Jastrow, כְּאֵיצַד"... OK (כאיצד)
[34.1%] #10216: "Jastrow, כָּאלָא"... OK (כאלא)
[34.1%] #10217: "Jastrow, כאליריקין"... OK (כאליריקין)
[34.1%] #10218: "Jastrow, כאמי"... OK (כאמי)
[34.1%] #10219: "Jastrow, כַּאַן"... OK (כאן)
